ROW_ID,DEPTH,DATA_ROLE,SEGMENT_ID,PRIMARY_BLIND_MASK,PHYSICAL_QC_MASK,EXCLUSION_REASON
39,2680.7912,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
40,2680.9436,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
41,2681.096,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
42,2681.2484,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
43,2681.4008,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
44,2681.5532,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
45,2681.7056,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
46,2681.858,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
47,2682.0104,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
48,2682.1628,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
49,2682.3152,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
50,2682.4676,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
51,2682.62,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
52,2682.7724,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
53,2682.9248,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
54,2683.0772,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
55,2683.2296,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
56,2683.382,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
57,2683.5344,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
58,2683.6868,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
59,2683.8392,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
60,2683.9916,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
61,2684.144,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
62,2684.2964,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
63,2684.4488,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
64,2684.6012,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
65,2684.7536,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
66,2684.906,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
67,2685.0584,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
68,2685.2108,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
69,2685.3632,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
70,2685.5156,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
71,2685.668,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
72,2685.8204,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
73,2685.9728,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
74,2686.1252,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
75,2686.2776,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
76,2686.43,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
77,2686.5824,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
78,2686.7348,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
79,2686.8872,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
80,2687.0396,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
81,2687.192,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
82,2687.3444,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
83,2687.4968,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
84,2687.6492,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
85,2687.8016,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
86,2687.954,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
87,2688.1064,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
88,2688.2588,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
89,2688.4112,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
90,2688.5636,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
91,2688.716,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
92,2688.8684,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
93,2689.0208,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
94,2689.1732,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
95,2689.3256,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
96,2689.478,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
97,2689.6304,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
98,2689.7828,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
99,2689.9352,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
100,2690.0876,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
101,2690.24,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
102,2690.3924,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
103,2690.5448,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
104,2690.6972,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
105,2690.8496,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
106,2691.002,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
107,2691.1544,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
108,2691.3068,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
109,2691.4592,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
110,2691.6116,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
111,2691.764,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
112,2691.9164,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
113,2692.0688,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
114,2692.2212,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
115,2692.3736,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
116,2692.526,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
117,2692.6784,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
118,2692.8308,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
119,2692.9832,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
120,2693.1356,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
121,2693.288,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
122,2693.4404,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
123,2693.5928,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
124,2693.7452,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
125,2693.8976,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
126,2694.05,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
127,2694.2024,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
128,2694.3548,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
129,2694.5072,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
130,2694.6596,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
131,2694.812,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
132,2694.9644,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
133,2695.1168,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
134,2695.2692,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
135,2695.4216,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
136,2695.574,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
137,2695.7264,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
138,2695.8788,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
139,2696.0312,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
140,2696.1836,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
141,2696.336,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
142,2696.4884,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
143,2696.6408,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
144,2696.7932,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
145,2696.9456,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
146,2697.098,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
147,2697.2504,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
148,2697.4028,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
149,2697.5552,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
150,2697.7076,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
151,2697.86,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
152,2698.0124,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
153,2698.1648,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
154,2698.3172,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
155,2698.4696,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
156,2698.622,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
157,2698.7744,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
158,2698.9268,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
159,2699.0792,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
160,2699.2316,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
161,2699.384,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
162,2699.5364,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
163,2699.6888,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
164,2699.8412,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
165,2699.9936,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
166,2700.146,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
167,2700.2984,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
168,2700.4508,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
169,2700.6032,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
170,2700.7556,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
171,2700.908,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
172,2701.0604,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
173,2701.2128,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
174,2701.3652,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
175,2701.5176,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
176,2701.67,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
177,2701.8224,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
178,2701.9748,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
179,2702.1272,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
180,2702.2796,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
181,2702.432,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
182,2702.5844,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
183,2702.7368,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
184,2702.8892,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
185,2703.0416,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
186,2703.194,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
187,2703.3464,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
188,2703.4988,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
189,2703.6512,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
190,2703.8036,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
191,2703.956,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
192,2704.1084,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
193,2704.2608,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
194,2704.4132,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
195,2704.5656,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
196,2704.718,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
197,2704.8704,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
198,2705.0228,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
199,2705.1752,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
200,2705.3276,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
201,2705.48,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
202,2705.6324,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
203,2705.7848,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
204,2705.9372,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
205,2706.0896,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
206,2706.242,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
207,2706.3944,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
208,2706.5468,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
209,2706.6992,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
210,2706.8516,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
211,2707.004,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
212,2707.1564,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
213,2707.3088,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
214,2707.4612,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
215,2707.6136,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
216,2707.766,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
217,2707.9184,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
218,2708.0708,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
219,2708.2232,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
220,2708.3756,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
221,2708.528,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
222,2708.6804,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
223,2708.8328,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
224,2708.9852,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
225,2709.1376,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
226,2709.29,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
227,2709.4424,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
228,2709.5948,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
229,2709.7472,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
230,2709.8996,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
231,2710.052,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
232,2710.2044,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
233,2710.3568,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
234,2710.5092,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
235,2710.6616,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
236,2710.814,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
237,2710.9664,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
238,2711.1188,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
239,2711.2712,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
240,2711.4236,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
241,2711.576,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
242,2711.7284,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
243,2711.8808,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
244,2712.0332,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
245,2712.1856,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
246,2712.338,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
247,2712.4904,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
248,2712.6428,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
249,2712.7952,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
250,2712.9476,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
251,2713.1,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
252,2713.2524,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
253,2713.4048,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
254,2713.5572,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
255,2713.7096,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
256,2713.862,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
257,2714.0144,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
258,2714.1668,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
259,2714.3192,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
260,2714.4716,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
261,2714.624,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
262,2714.7764,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
263,2714.9288,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
264,2715.0812,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
265,2715.2336,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
266,2715.386,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
267,2715.5384,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
268,2715.6908,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
269,2715.8432,WELL_B_SEG0_PRIMARY_BLIND,0,1,0,IN_EVALUATION
270,2715.9956,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
271,2716.148,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
272,2716.3004,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
273,2716.4528,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
274,2716.6052,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
275,2716.7576,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
276,2716.91,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
277,2717.0624,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
278,2717.2148,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
279,2717.3672,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
280,2717.5196,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
281,2717.672,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
282,2717.8244,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
283,2717.9768,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
284,2718.1292,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
285,2718.2816,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
286,2718.434,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
287,2718.5864,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
288,2718.7388,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
289,2718.8912,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
290,2719.0436,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
291,2719.196,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
292,2719.3484,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
293,2719.5008,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
294,2719.6532,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
295,2719.8056,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
296,2719.958,WELL_B_SEG0_PRIMARY_BLIND,0,1,1,IN_EVALUATION
